,Year,Year ending,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population",crime_rate
0,2021,December,1 North West Metro, Banyule,5418,4122.096863362,0.041220968633619993
1,2021,December,1 North West Metro, Brimbank,12682,6252.185377446,0.06252185377446
2,2021,December,1 North West Metro, Darebin,9563,5800.002842383,0.05800002842383
3,2021,December,1 North West Metro, Hobsons Bay,4567,4691.164939436,0.04691164939436
4,2021,December,1 North West Metro, Hume,12588,5126.172194369,0.05126172194369
5,2021,December,1 North West Metro, Maribyrnong,7001,7453.874821439,0.07453874821439
6,2021,December,1 North West Metro, Melbourne,24648,14717.311415436,0.14717311415436
7,2021,December,1 North West Metro, Melton,8987,4997.810400896,0.04997810400896
8,2021,December,1 North West Metro, Moonee Valley,6083,4650.938808824,0.046509388088240004
9,2021,December,1 North West Metro, Moreland,9337,4992.6901475,0.04992690147500001
10,2021,December,1 North West Metro, Nillumbik,1377,2122.901086559,0.02122901086559
11,2021,December,1 North West Metro, Whittlesea,9384,3941.663565461,0.03941663565461
12,2021,December,1 North West Metro, Wyndham,12168,4186.41795418,0.0418641795418
13,2021,December,1 North West Metro, Yarra,9273,9194.645399041,0.09194645399040999
14,2021,December,1 North West Metro,Total,133076,5797.152342281,0.05797152342281
15,2021,December,2 Eastern, Alpine,386,2946.932255074,0.029469322550739998
16,2021,December,2 Eastern, Bass Coast,2149,5569.24854334,0.055692485433399996
17,2021,December,2 Eastern, Baw Baw,3109,5530.330947281,0.055303309472809994
18,2021,December,2 Eastern, Benalla,1003,7053.441411565,0.07053441411565
19,2021,December,2 Eastern, Boroondara,5540,3110.581853395,0.03110581853395
20,2021,December,2 Eastern, East Gippsland,3606,7485.83973659,0.0748583973659
21,2021,December,2 Eastern, Greater Shepparton,5915,8790.615916565,0.08790615916565
22,2021,December,2 Eastern, Indigo,408,2383.452041515,0.02383452041515
23,2021,December,2 Eastern, Knox,7081,4309.75787526,0.0430975787526
24,2021,December,2 Eastern, Latrobe,7999,10489.487977913,0.10489487977913
25,2021,December,2 Eastern, Manningham,3000,2354.276638289,0.02354276638289
26,2021,December,2 Eastern, Mansfield,365,3807.269724604,0.03807269724604
27,2021,December,2 Eastern, Maroondah,5319,4474.555469904,0.044745554699040006
28,2021,December,2 Eastern, Mitchell,2492,5134.217038305,0.051342170383049994
29,2021,December,2 Eastern, Moira,1682,5613.950784322,0.05613950784322
30,2021,December,2 Eastern, Monash,8552,4312.729823756,0.04312729823756
31,2021,December,2 Eastern, Murrindindi,558,3739.216482981,0.03739216482981
32,2021,December,2 Eastern, South Gippsland,1187,3887.331622022,0.03887331622022
33,2021,December,2 Eastern, Strathbogie,463,4182.572994787,0.041825729947870004
34,2021,December,2 Eastern, Towong,161,2621.75664387,0.0262175664387
35,2021,December,2 Eastern, Wangaratta,1681,5756.593925505,0.05756593925505
36,2021,December,2 Eastern, Wellington,2954,6545.194010655,0.06545194010655
37,2021,December,2 Eastern, Whitehorse,5696,3213.949350435,0.03213949350435
38,2021,December,2 Eastern, Wodonga,2474,5733.829865128,0.057338298651280005
39,2021,December,2 Eastern, Yarra Ranges,5144,3233.138153736,0.032331381537359996
40,2021,December,2 Eastern,Total,78924,4581.889236129,0.04581889236129
41,2021,December,3 Southern Metro, Bayside,3347,3130.406758364,0.031304067583639995
42,2021,December,3 Southern Metro, Cardinia,4787,4043.332717425,0.04043332717425
43,2021,December,3 Southern Metro, Casey,14294,3869.080819791,0.03869080819791
44,2021,December,3 Southern Metro, Frankston,8358,5842.667830221,0.05842667830221
45,2021,December,3 Southern Metro, Glen Eira,5274,3383.185411591,0.03383185411591
46,2021,December,3 Southern Metro, Greater Dandenong,11671,7101.324626491,0.07101324626491
47,2021,December,3 Southern Metro, Kingston,6778,4084.905316165,0.04084905316165
48,2021,December,3 Southern Metro, Mornington Peninsula,6445,3802.085090862,0.03802085090862
49,2021,December,3 Southern Metro, Port Phillip,9461,8341.795829827,0.08341795829827
50,2021,December,3 Southern Metro, Stonnington,8073,6992.300497631,0.06992300497631
51,2021,December,3 Southern Metro,Total,78488,4837.905104919,0.048379051049190006
52,2021,December,4 Western, Ararat,1012,8430.33097426,0.08430330974259999
53,2021,December,4 Western, Ballarat,7554,6664.273619215,0.06664273619215
54,2021,December,4 Western, Buloke,195,3234.377369088,0.03234377369088
55,2021,December,4 Western, Campaspe,2451,6516.392852186,0.06516392852186
56,2021,December,4 Western, Central Goldfields,799,6120.750345738,0.06120750345738
57,2021,December,4 Western, Colac-Otway,1184,5474.953282088,0.054749532820880006
58,2021,December,4 Western, Corangamite,599,3811.659931829,0.03811659931829
59,2021,December,4 Western, Gannawarra,553,5357.689155264,0.05357689155264
60,2021,December,4 Western, Glenelg,1207,6173.037438971,0.06173037438971
61,2021,December,4 Western, Golden Plains,442,1786.724658065,0.01786724658065
62,2021,December,4 Western, Greater Bendigo,7734,6341.453219426,0.06341453219426
63,2021,December,4 Western, Greater Geelong,14767,5449.519266358,0.05449519266358
64,2021,December,4 Western, Hepburn,439,2712.253208818,0.02712253208818
65,2021,December,4 Western, Hindmarsh,312,5654.821766895,0.056548217668950004
66,2021,December,4 Western, Horsham,1566,7843.945318894,0.07843945318894
67,2021,December,4 Western, Loddon,409,5472.054193593,0.05472054193593
68,2021,December,4 Western, Macedon Ranges,1478,2861.434166597,0.02861434166597
69,2021,December,4 Western, Mildura,4751,8521.235173575,0.08521235173575
70,2021,December,4 Western, Moorabool,1617,4392.11573055,0.0439211573055
71,2021,December,4 Western, Mount Alexander,732,3633.509758878,0.03633509758878
72,2021,December,4 Western, Moyne,531,3124.117832152,0.03124117832152
73,2021,December,4 Western, Northern Grampians,837,7424.204134854,0.07424204134854
74,2021,December,4 Western, Pyrenees,329,4350.637118941,0.043506371189410004
75,2021,December,4 Western, Queenscliffe,74,2451.801718485,0.02451801718485
76,2021,December,4 Western, Southern Grampians,758,4725.137944358,0.04725137944358
77,2021,December,4 Western, Surf Coast,1079,3008.079815042,0.03008079815042
78,2021,December,4 Western, Swan Hill,1740,8537.241820557,0.08537241820557
79,2021,December,4 Western, Warrnambool,2272,6394.279766167,0.06394279766167
80,2021,December,4 Western, West Wimmera,163,4324.532432145,0.04324532432145
81,2021,December,4 Western, Yarriambiack,287,4452.466305767,0.04452466305767001
82,2021,December,4 Western,Total,57871,5578.769962061,0.055787699620610004
87,2020,December,1 North West Metro, Banyule,6707,5083.371229347,0.05083371229347
88,2020,December,1 North West Metro, Brimbank,15369,7380.178345907,0.07380178345907
89,2020,December,1 North West Metro, Darebin,12022,7223.457309379,0.07223457309379
90,2020,December,1 North West Metro, Hobsons Bay,4489,4571.795211276,0.04571795211276
91,2020,December,1 North West Metro, Hume,16154,6697.679818233,0.06697679818233
92,2020,December,1 North West Metro, Maribyrnong,7330,7717.251689794,0.07717251689794001
93,2020,December,1 North West Metro, Melbourne,26802,14585.646182982,0.14585646182982
94,2020,December,1 North West Metro, Melton,10098,5853.913043478,0.05853913043478
95,2020,December,1 North West Metro, Moonee Valley,6451,4896.283196588,0.04896283196587999
96,2020,December,1 North West Metro, Moreland,10800,5721.490554243,0.05721490554243
97,2020,December,1 North West Metro, Nillumbik,1629,2497.73838912,0.0249773838912
98,2020,December,1 North West Metro, Whittlesea,12137,5131.077750392,0.05131077750392
99,2020,December,1 North West Metro, Wyndham,13221,4666.88316731,0.0466688316731
100,2020,December,1 North West Metro, Yarra,11371,11026.424242424,0.11026424242424
101,2020,December,1 North West Metro,Total,154580,6703.60341451,0.0670360341451
102,2020,December,2 Eastern, Alpine,413,3183.535034302,0.03183535034302
103,2020,December,2 Eastern, Bass Coast,2044,5458.672719989,0.05458672719989
104,2020,December,2 Eastern, Baw Baw,3683,6710.516726186,0.06710516726186
105,2020,December,2 Eastern, Benalla,991,7009.973827545,0.07009973827545
106,2020,December,2 Eastern, Boroondara,6243,3411.046699049,0.03411046699049
107,2020,December,2 Eastern, East Gippsland,3673,7696.176008381,0.07696176008381
108,2020,December,2 Eastern, Greater Shepparton,6019,8974.206053377,0.08974206053377
109,2020,December,2 Eastern, Indigo,444,2629.552857566,0.02629552857566
110,2020,December,2 Eastern, Knox,8740,5292.254779076,0.05292254779076
111,2020,December,2 Eastern, Latrobe,9621,12673.38470658,0.1267338470658
112,2020,December,2 Eastern, Manningham,3433,2662.705830341,0.02662705830341
113,2020,December,2 Eastern, Mansfield,372,3926.535782141,0.039265357821409996
114,2020,December,2 Eastern, Maroondah,5755,4819.892630715,0.04819892630715
115,2020,December,2 Eastern, Mitchell,3216,6749.637962516,0.06749637962516
116,2020,December,2 Eastern, Moira,1597,5320.141248584,0.053201412485840004
117,2020,December,2 Eastern, Monash,9900,4830.776437522,0.048307764375220004
118,2020,December,2 Eastern, Murrindindi,654,4460.814405566,0.04460814405565999
119,2020,December,2 Eastern, South Gippsland,1255,4149.034646919,0.04149034646919
120,2020,December,2 Eastern, Strathbogie,480,4366.812227074,0.04366812227074
121,2020,December,2 Eastern, Towong,157,2572.92690921,0.025729269092099997
122,2020,December,2 Eastern, Wangaratta,1648,5644.415522143,0.05644415522143
123,2020,December,2 Eastern, Wellington,3321,7417.91378155,0.0741791378155
124,2020,December,2 Eastern, Whitehorse,7216,3992.585830083,0.03992585830083
125,2020,December,2 Eastern, Wodonga,2579,6045.192442923,0.06045192442923
126,2020,December,2 Eastern, Yarra Ranges,6346,3967.365821637,0.03967365821637
127,2020,December,2 Eastern,Total,89800,5175.998353825,0.051759983538249996
128,2020,December,3 Southern Metro, Bayside,4123,3833.886610688,0.03833886610688
129,2020,December,3 Southern Metro, Cardinia,5829,5016.653326792,0.050166533267920005
130,2020,December,3 Southern Metro, Casey,17257,4733.132199671,0.04733132199671
131,2020,December,3 Southern Metro, Frankston,10809,7540.917272461,0.07540917272461
132,2020,December,3 Southern Metro, Glen Eira,6267,3961.04060272,0.0396104060272
133,2020,December,3 Southern Metro, Greater Dandenong,14985,8900.464475357,0.08900464475356999
134,2020,December,3 Southern Metro, Kingston,8613,5148.452116945,0.05148452116945
135,2020,December,3 Southern Metro, Mornington Peninsula,8114,4805.107128898,0.04805107128898
136,2020,December,3 Southern Metro, Port Phillip,10296,8839.58927161,0.0883958927161
137,2020,December,3 Southern Metro, Stonnington,9058,7636.535316236,0.07636535316236
138,2020,December,3 Southern Metro,Total,95351,5851.56751018,0.058515675101799995
139,2020,December,4 Western, Ararat,1092,9126.61930631,0.09126619306309999
140,2020,December,4 Western, Ballarat,7346,6596.564326829,0.06596564326828999
141,2020,December,4 Western, Buloke,285,4671.365349943,0.046713653499430005
142,2020,December,4 Western, Campaspe,2497,6627.737226277,0.06627737226277
143,2020,December,4 Western, Central Goldfields,808,6171.707913229,0.06171707913229
144,2020,December,4 Western, Colac-Otway,1360,6278.275320838,0.06278275320838
145,2020,December,4 Western, Corangamite,649,4074.329838659,0.04074329838659
146,2020,December,4 Western, Gannawarra,680,6538.461538462,0.06538461538462
147,2020,December,4 Western, Glenelg,1080,5504.306610265,0.05504306610265
148,2020,December,4 Western, Golden Plains,447,1843.374984535,0.01843374984535
149,2020,December,4 Western, Greater Bendigo,8098,6749.458243041,0.06749458243041
150,2020,December,4 Western, Greater Geelong,16564,6253.728300348,0.06253728300348
151,2020,December,4 Western, Hepburn,562,3478.368509005,0.03478368509005
152,2020,December,4 Western, Hindmarsh,311,5561.516452074,0.05561516452074
153,2020,December,4 Western, Horsham,1479,7388.350484564,0.07388350484564
154,2020,December,4 Western, Loddon,391,5232.169142245,0.05232169142245
155,2020,December,4 Western, Macedon Ranges,1916,3759.000215809,0.037590002158090004
156,2020,December,4 Western, Mildura,4655,8321.862094857,0.08321862094857001
157,2020,December,4 Western, Moorabool,2048,5686.835309472,0.05686835309472
158,2020,December,4 Western, Mount Alexander,762,3809.809509525,0.03809809509525
159,2020,December,4 Western, Moyne,533,3130.322429083,0.031303224290829997
160,2020,December,4 Western, Northern Grampians,834,7313.864772428,0.07313864772428
161,2020,December,4 Western, Pyrenees,371,4910.655195235,0.04910655195235
162,2020,December,4 Western, Queenscliffe,100,3324.468085106,0.03324468085106
163,2020,December,4 Western, Southern Grampians,829,5138.217429032,0.05138217429032
164,2020,December,4 Western, Surf Coast,1197,3442.523942366,0.03442523942366
165,2020,December,4 Western, Swan Hill,1819,8858.478620824,0.08858478620824001
166,2020,December,4 Western, Warrnambool,2319,6526.327639096,0.06526327639096
167,2020,December,4 Western, West Wimmera,131,3438.320209974,0.03438320209974
168,2020,December,4 Western, Yarriambiack,361,5479.659987857,0.054796599878569996
169,2020,December,4 Western,Total,61524,5999.847868106,0.059998478681059994
174,2019,December,1 North West Metro, Banyule,7045,5351.716803403,0.05351716803403
175,2019,December,1 North West Metro, Brimbank,15149,7228.679951138,0.07228679951138
176,2019,December,1 North West Metro, Darebin,11416,6951.480904131,0.06951480904131
177,2019,December,1 North West Metro, Hobsons Bay,5000,5114.304710275,0.05114304710275
178,2019,December,1 North West Metro, Hume,15878,6798.689760003,0.06798689760003
179,2019,December,1 North West Metro, Maribyrnong,6905,7386.448728097,0.07386448728097
180,2019,December,1 North West Metro, Melbourne,26965,15064.750773769,0.15064750773769
181,2019,December,1 North West Metro, Melton,9077,5503.34675268,0.055033467526799995
182,2019,December,1 North West Metro, Moonee Valley,6476,4969.573258232,0.04969573258232
183,2019,December,1 North West Metro, Moreland,10843,5835.499512946,0.058354995129460005
184,2019,December,1 North West Metro, Nillumbik,1655,2542.28175548,0.025422817554799998
185,2019,December,1 North West Metro, Whittlesea,12071,5241.492507501,0.05241492507501
186,2019,December,1 North West Metro, Wyndham,13216,4883.835229687,0.048838352296869995
187,2019,December,1 North West Metro, Yarra,11073,10907.640174948,0.10907640174948
188,2019,December,1 North West Metro,Total,152769,6766.285897271,0.06766285897271
189,2019,December,2 Eastern, Alpine,426,3325.007805183,0.03325007805183
190,2019,December,2 Eastern, Bass Coast,1836,5055.762081784,0.050557620817839995
191,2019,December,2 Eastern, Baw Baw,3606,6753.567816609,0.06753567816609
192,2019,December,2 Eastern, Benalla,961,6847.655693316,0.06847655693316
193,2019,December,2 Eastern, Boroondara,6177,3371.780105569,0.03371780105569
194,2019,December,2 Eastern, East Gippsland,3645,7704.827936078,0.07704827936078
195,2019,December,2 Eastern, Greater Shepparton,6345,9541.209906618,0.09541209906617999
196,2019,December,2 Eastern, Indigo,433,2592.969638901,0.02592969638901
197,2019,December,2 Eastern, Knox,8789,5341.136290435,0.05341136290435
198,2019,December,2 Eastern, Latrobe,10101,13369.4227893,0.133694227893
199,2019,December,2 Eastern, Manningham,3823,2996.433750049,0.02996433750049
200,2019,December,2 Eastern, Mansfield,315,3433.242506812,0.03433242506812
201,2019,December,2 Eastern, Maroondah,5996,5056.971046395,0.05056971046394999
202,2019,December,2 Eastern, Mitchell,3141,6815.370928895,0.06815370928895001
203,2019,December,2 Eastern, Moira,1939,6480.614973262,0.06480614973262
204,2019,December,2 Eastern, Monash,9071,4470.763346739,0.04470763346739
205,2019,December,2 Eastern, Murrindindi,603,4139.2092257,0.041392092257
206,2019,December,2 Eastern, South Gippsland,1312,4386.492811769,0.043864928117689994
207,2019,December,2 Eastern, Strathbogie,447,4147.337168306,0.041473371683060006
208,2019,December,2 Eastern, Towong,149,2467.295909919,0.02467295909919
209,2019,December,2 Eastern, Wangaratta,1763,6040.981359649,0.06040981359649
210,2019,December,2 Eastern, Wellington,3274,7377.529406463,0.07377529406463
211,2019,December,2 Eastern, Whitehorse,7271,4067.032481444,0.04067032481444
212,2019,December,2 Eastern, Wodonga,2793,6636.884252549,0.06636884252549
213,2019,December,2 Eastern, Yarra Ranges,6162,3863.952744648,0.03863952744648
214,2019,December,2 Eastern,Total,90378,5255.173448402,0.05255173448402
215,2019,December,3 Southern Metro, Bayside,4016,3758.328966085,0.03758328966085
216,2019,December,3 Southern Metro, Cardinia,5257,4686.260351759,0.046862603517589994
217,2019,December,3 Southern Metro, Casey,16638,4700.504573937,0.04700504573937
218,2019,December,3 Southern Metro, Frankston,11035,7735.987942094,0.07735987942094
219,2019,December,3 Southern Metro, Glen Eira,5699,3640.719327946,0.03640719327946
220,2019,December,3 Southern Metro, Greater Dandenong,14690,8730.484188255,0.08730484188255001
221,2019,December,3 Southern Metro, Kingston,8917,5378.036718053,0.05378036718053
222,2019,December,3 Southern Metro, Mornington Peninsula,8658,5165.28555832,0.0516528555832
223,2019,December,3 Southern Metro, Port Phillip,9802,8477.772011763,0.08477772011762999
224,2019,December,3 Southern Metro, Stonnington,9055,7688.323597337,0.07688323597337
225,2019,December,3 Southern Metro,Total,93767,5833.976769117,0.05833976769117
226,2019,December,4 Western, Ararat,853,7201.958797703,0.07201958797703
227,2019,December,4 Western, Ballarat,8928,8153.126826417,0.08153126826417001
228,2019,December,4 Western, Buloke,241,3935.979095215,0.03935979095215
229,2019,December,4 Western, Campaspe,2918,7757.543533165,0.07757543533165
230,2019,December,4 Western, Central Goldfields,892,6766.803216507,0.06766803216507
231,2019,December,4 Western, Colac-Otway,1286,5964.196271218,0.05964196271218
232,2019,December,4 Western, Corangamite,523,3265.280639321,0.03265280639321
233,2019,December,4 Western, Gannawarra,630,6017.766739899,0.06017766739899
234,2019,December,4 Western, Glenelg,1080,5490.315693152,0.054903156931519995
235,2019,December,4 Western, Golden Plains,485,2044.515639491,0.02044515639491
236,2019,December,4 Western, Greater Bendigo,8438,7145.337070564,0.07145337070563999
237,2019,December,4 Western, Greater Geelong,16491,6368.706022291,0.06368706022291
238,2019,December,4 Western, Hepburn,724,4532.648844926,0.045326488449259995
239,2019,December,4 Western, Hindmarsh,229,4099.534550662,0.04099534550662
240,2019,December,4 Western, Horsham,1320,6626.506024096,0.06626506024096
241,2019,December,4 Western, Loddon,373,4972.007464676,0.04972007464676
242,2019,December,4 Western, Macedon Ranges,1744,3472.028668127,0.03472028668127
243,2019,December,4 Western, Mildura,5551,9951.773965112,0.09951773965111999
244,2019,December,4 Western, Moorabool,1597,4556.218082223,0.04556218082223
245,2019,December,4 Western, Mount Alexander,911,4612.424687358,0.046124246873579994
246,2019,December,4 Western, Moyne,505,2978.999528079,0.02978999528079
247,2019,December,4 Western, Northern Grampians,764,6701.166564336,0.06701166564336
248,2019,December,4 Western, Pyrenees,411,5502.008032129,0.05502008032129
249,2019,December,4 Western, Queenscliffe,105,3572.64375638,0.0357264375638
250,2019,December,4 Western, Southern Grampians,945,5870.294446515,0.05870294446515
251,2019,December,4 Western, Surf Coast,1003,2997.877873091,0.02997877873091
252,2019,December,4 Western, Swan Hill,1872,9065.375302663,0.09065375302663001
253,2019,December,4 Western, Warrnambool,2604,7401.722520679,0.07401722520679
254,2019,December,4 Western, West Wimmera,130,3386.298515238,0.03386298515238
255,2019,December,4 Western, Yarriambiack,298,4489.980412837,0.04489980412837
256,2019,December,4 Western,Total,63851,6314.66621306,0.0631466621306
261,2018,December,1 North West Metro, Banyule,7165,5500.959692898,0.05500959692898
262,2018,December,1 North West Metro, Brimbank,14572,6980.799448128,0.06980799448128
263,2018,December,1 North West Metro, Darebin,11604,7178.338787403,0.07178338787403
264,2018,December,1 North West Metro, Hobsons Bay,4813,4988.546967797,0.04988546967797
265,2018,December,1 North West Metro, Hume,15543,6925.760728624,0.06925760728624
266,2018,December,1 North West Metro, Maribyrnong,6937,7588.636189601,0.07588636189601
267,2018,December,1 North West Metro, Melbourne,26890,15788.206696924,0.15788206696924
268,2018,December,1 North West Metro, Melton,8049,5135.976722521,0.05135976722521
269,2018,December,1 North West Metro, Moonee Valley,6683,5224.930808563,0.05224930808563
270,2018,December,1 North West Metro, Moreland,11611,6387.391352184,0.06387391352184
271,2018,December,1 North West Metro, Nillumbik,1644,2531.528618284,0.02531528618284
272,2018,December,1 North West Metro, Whittlesea,11778,5273.408642158,0.05273408642157999
273,2018,December,1 North West Metro, Wyndham,11291,4421.479674351,0.04421479674351
274,2018,December,1 North West Metro, Yarra,11312,11476.457637952,0.11476457637952
275,2018,December,1 North West Metro,Total,149892,6838.428820201,0.06838428820201001
276,2018,December,2 Eastern, Alpine,393,3087.195600943,0.03087195600943
277,2018,December,2 Eastern, Bass Coast,1660,4699.088490064,0.046990884900640004
278,2018,December,2 Eastern, Baw Baw,3165,6085.1341998,0.060851341998
279,2018,December,2 Eastern, Benalla,874,6232.617842117,0.06232617842117
280,2018,December,2 Eastern, Boroondara,5603,3089.162844037,0.03089162844037
281,2018,December,2 Eastern, East Gippsland,3170,6771.189336979,0.06771189336979
282,2018,December,2 Eastern, Greater Shepparton,6196,9386.741001091,0.09386741001091001
283,2018,December,2 Eastern, Indigo,342,2074.110012736,0.02074110012736
284,2018,December,2 Eastern, Knox,8072,4945.714775874,0.04945714775874
285,2018,December,2 Eastern, Latrobe,9907,13172.625616615,0.13172625616615
286,2018,December,2 Eastern, Manningham,3347,2666.188712311,0.02666188712311
287,2018,December,2 Eastern, Mansfield,333,3708.653524891,0.03708653524891
