,SA2,2005_income,2006_income,2007_income,2008_income,2009_income
548,201031013,28481,29091,29975,30795,31530
549,201031014,28914,29322,31996,32817,33782
550,201031015,32036,33400,36292,36981,37014
551,201031016,28545,29889,30363,31594,32034
552,201031017,27249,28012,28360,28927,29186
553,202011018,35593,37050,37155,39934,41646
554,202011019,30099,31001,32101,34432,35405
555,202011020,35592,37051,37161,39941,41649
556,202011021,35592,37051,37158,39934,41649
557,202011022,31737,33073,33553,35340,36355
558,202011023,35855,37372,38553,41119,43371
559,202011024,35867,37389,38582,41128,43398
560,202011025,35752,37249,38094,40728,42853
561,202021026,34135,36098,37165,39558,40958
562,202021027,32230,34680,33881,35458,36760
563,202021028,30519,32201,32439,34371,35755
564,202021029,29969,30948,32145,33160,33979
565,202021030,35758,38014,37939,41468,41092
566,202021031,41104,43742,53531,48689,50960
567,202031032,30504,30897,33712,34907,35610
568,202031033,25519,26330,31121,27635,27521
569,203011034,39120,41060,41898,43003,44476
570,203011035,34930,36405,38310,38629,38529
571,203011036,35034,37523,39231,40507,41228
572,203021037,37424,39412,39614,42418,43877
573,203021038,33060,34270,35343,36996,37816
574,203021039,41839,44247,44621,47591,48528
575,203021040,37623,39295,40048,42796,44381
576,203021041,37423,39414,39614,42415,43877
577,203021042,37526,39503,39905,42521,43925
578,203021043,39809,42023,42704,45128,46843
579,203021044,37353,37840,39478,41534,42218
580,203021045,34655,36249,37298,39600,40290
581,203021046,48623,51972,51750,55117,56512
582,203021047,36676,37894,38240,40671,42836
583,203031048,35886,37548,38211,39200,40636
584,203031049,35153,37456,35748,38374,39035
585,203031050,38085,40751,40756,43450,45409
586,203031051,32299,34878,34920,35588,37263
587,203031052,38336,41308,42063,45238,44451
588,203031053,39889,42580,43070,46598,48553
589,204011054,30221,30872,30859,32536,34250
590,204011055,29054,28368,29826,31240,32400
591,204011056,37077,38342,39230,40767,42145
592,204011057,31757,30933,32231,32556,34042
593,204011058,31336,33256,34275,35210,36783
594,204011059,32439,33180,34972,37249,37752
595,204011060,33452,35500,35329,38523,37779
596,204011061,30712,32457,33275,35354,37173
597,204011062,32826,33605,33940,34706,36065
598,204021063,32052,33056,33427,36254,37160
599,204021064,29073,28030,30247,31469,30928
600,204021065,34880,35323,36666,37288,38827
601,204021066,33134,34027,34553,37123,37674
602,204021067,31814,31346,32569,34002,34823
603,204031068,32983,34473,33765,35781,36705
604,204031069,30380,32243,32797,34280,34586
605,204031070,34396,35737,36477,38615,40278
606,204031071,31007,31994,32134,34450,34546
607,204031072,31003,30077,33975,34085,33983
608,204031073,35983,37250,38080,40081,41385
609,204031074,36145,37402,38497,40402,41676
610,204031075,36549,37900,39681,40821,41749
611,205011076,33009,33837,35536,36727,36799
612,205011077,33530,35007,36286,37156,38259
613,205011078,35417,36892,39515,40468,41177
614,205011079,36331,38121,38542,40764,41639
615,205021081,31956,33740,34361,35816,36591
616,205021082,29660,31211,32064,33665,34834
617,205021084,29668,31565,32888,34012,34946
618,205021085,29350,30710,31889,32975,33553
619,205021086,32167,33842,31617,34187,34994
620,205031087,30593,30021,33599,33449,32199
621,205031088,22613,22203,24317,22677,24585
622,205031089,32304,31857,34911,35235,35429
623,205031090,32623,33815,36248,36431,36597
624,205031091,30926,33508,31692,33528,35646
625,205031092,30995,32775,35350,34887,33013
626,205031093,30707,31653,32291,33641,35620
627,205041094,36618,38877,39995,41252,42355
628,205041095,35200,36782,38284,40137,41630
629,205041096,36127,38099,39331,40726,41754
630,205041097,40809,43719,45358,47159,48344
631,205041098,38933,41188,43582,44601,46416
632,205051099,34443,33788,36308,35930,37435
633,205051100,33240,34317,37004,38328,39700
634,205051101,35032,35173,37412,37955,38238
635,205051102,35278,34820,38834,37439,38513
636,205051103,37524,38911,40222,43328,45036
637,205051104,32446,31620,35994,34097,33978
638,206011105,39847,41837,43541,46842,48107
639,206011106,41300,43506,44791,47653,50107
640,206011107,40077,42234,43932,46840,47687
641,206011108,37704,39522,41133,43715,44709
642,206011109,39756,42352,43388,46033,47627
643,206021110,48508,51504,55602,58396,59914
644,206021111,45049,48018,49199,53376,55498
645,206021112,39073,41080,43923,45818,49555
646,206031113,44879,47196,48951,51455,53536
647,206031114,48832,51681,53282,56151,58967
648,206031115,45445,48254,50072,52727,54027
649,206031116,49472,52983,55038,58573,59861
650,206041117,41363,43551,42956,46255,46594
651,206041118,56900,62884,64625,64491,64633
652,206041119,80524,87975,79947,90831,95349
653,206041120,45443,48926,50412,53555,54137
654,206041121,45569,48483,50314,53008,54147
655,206041122,51052,53449,50094,50978,57408
656,206041123,43585,45320,47056,50320,51960
657,206041124,52708,54333,51256,53899,56616
658,206041125,71733,77763,74770,82608,81303
659,206041126,54551,61427,62827,67588,64954
660,206051128,76832,83996,80569,88033,91871
661,206051129,56211,60163,62655,65094,67563
662,206051130,66623,70915,72021,75295,79347
663,206051131,71994,66438,73262,73366,78334
664,206051132,61242,67480,65682,70876,71064
665,206051133,53841,57318,57188,60912,61456
666,206051134,47410,50761,50709,53498,55450
667,206061135,75018,80385,76913,82507,89534
668,206061136,54564,59583,58920,61706,62905
669,206061137,72142,79219,76794,83749,81799
670,206061138,121175,136444,130117,133180,132252
671,206071139,45910,50173,50188,53880,55691
672,206071140,53352,58034,55585,58552,60978
673,206071141,43297,45341,47256,51058,53727
674,206071142,49069,53575,53384,57904,58172
675,206071143,54852,57887,57899,60829,62813
676,206071144,51711,55747,57287,60828,61869
677,206071145,53081,56114,57305,60193,62047
678,207011146,48174,50730,51726,54347,56389
679,207011147,62844,66683,65032,67718,70429
680,207011148,52726,56578,55142,59199,61414
681,207011149,65088,70792,69091,74221,76302
682,207011150,62088,65792,67064,71093,73405
683,207011151,70914,75520,73979,78766,80851
684,207011152,67873,72102,70049,74985,76118
685,207011153,74148,81490,80136,83812,86430
686,207011154,56326,60061,59835,63209,65518
687,207011155,74976,80342,78400,81099,82897
688,207021156,42045,43994,44435,47298,49098
689,207021157,41702,44080,42356,45380,45703
690,207021158,41165,42926,42979,44984,45653
691,207021159,53909,59063,56709,58833,60392
692,207021160,42500,45189,43920,46662,47539
693,207031161,43488,45894,45841,48258,49788
694,207031162,43491,45897,45837,48263,49784
695,207031163,40574,42663,42316,44491,47658
696,207031164,42781,44817,45175,47848,49815
697,207031165,42446,44940,48950,46109,46815
698,207031166,37601,38993,39248,40658,41134
699,207031167,59753,63450,63282,67180,68972
700,208011168,60294,63561,62090,65854,67848
701,208011169,87854,97619,92762,97052,101776
702,208011170,59584,64385,63697,67061,70118
703,208011171,42144,45501,47163,49245,50902
704,208011172,58626,63271,63557,68632,70728
705,208011173,62651,67199,67686,71204,72899
706,208021174,45563,48100,49566,51739,53734
707,208021175,40526,42970,44281,46823,48595
708,208021176,41968,44297,45110,47552,49142
709,208021177,56892,61971,61754,63762,67943
710,208021178,53248,58866,56279,60205,62969
711,208021179,53727,57435,60540,61868,64472
712,208021180,38742,40941,42376,44692,45590
713,208021181,41967,44303,45107,47556,49147
714,208021182,44030,46466,47695,49954,51799
715,208031183,41868,44785,46671,48945,51063
716,208031184,42663,47389,46241,47110,51464
717,208031185,44994,47721,48615,51438,52566
718,208031186,37593,39774,41653,44563,45761
719,208031187,37592,39776,41653,44560,45764
720,208031188,40197,43139,44193,46283,47179
721,208031189,39934,42525,44422,46971,48701
722,208031190,44320,46799,46952,49730,51038
723,208031191,40677,43062,44509,46767,48351
724,208031193,41863,44783,46673,48948,51061
725,208041194,73616,80842,79465,82983,85344
726,208041195,62936,66017,66349,69478,72103
727,209011196,35610,36782,38291,40853,41344
728,209011197,41364,43010,44223,46738,48343
729,209011198,47520,51013,50382,53973,56660
730,209011199,34845,36686,37680,39562,40398
731,209011200,55825,63024,59870,63447,66867
732,209011201,51646,57011,55144,58759,61739
733,209011202,43437,45840,46586,49784,51693
734,209011203,44054,46699,47302,50239,52749
735,209011204,37779,39764,40759,43532,45227
736,209021205,37181,38536,40111,42657,43570
737,209021206,35935,37715,38995,41279,42779
738,209021207,34094,35545,36849,39116,39703
739,209021208,34092,35536,36845,39112,39694
740,209031209,46835,49304,50056,53187,55217
741,209031210,40393,42877,43989,46700,48712
742,209031211,35503,37246,38129,39744,41388
743,209031212,43737,47138,47258,51562,50761
744,209031213,43790,47178,47329,50722,53002
745,209031214,50756,55144,53725,57206,58797
746,209031215,42743,44764,45762,48566,50635
747,209041216,35604,36790,38292,40855,41338
748,209041217,35608,36790,38290,40851,41340
749,209041218,35003,36409,37921,39995,41015
750,209041219,31380,32353,33913,35760,35939
751,209041220,36463,37762,39091,41314,42383
752,209041221,36464,37762,39088,41311,42384
753,209041222,39929,42004,44260,46460,47315
754,209041223,31960,32807,34363,35913,36501
755,209041224,37859,39856,40664,42646,43566
756,209041225,38279,40767,41738,42075,43861
757,210011226,37928,39786,41772,44869,46092
758,210011228,43328,44897,45912,49067,51194
759,210011229,37754,39801,40647,43648,44572
760,210011230,40571,42661,44625,47674,49253
761,210011231,45746,49202,49302,51658,54595
762,210021232,43746,45843,47123,49344,51240
763,210021233,49413,54000,54915,57873,63364
764,210021234,41805,43135,43568,46764,46913
765,210021235,38999,40774,41666,44216,45395
766,210031236,37710,39528,41143,43720,44720
767,210031237,31942,33193,33931,36180,37180
768,210031238,35235,36691,37782,39805,40607
769,210031239,38524,40825,41884,44342,45741
770,210041240,40177,41920,42654,45202,46506
771,210041241,39764,41396,42346,44880,46021
772,210051242,30425,30414,31557,32975,33243
773,210051243,30548,31143,32015,33636,35266
774,210051244,36389,37527,38792,40813,41687
775,210051245,37521,38778,40165,42765,43915
776,210051246,41476,43068,43665,46707,48167
777,210051247,30233,30810,32053,33892,34260
778,210051248,47031,44533,46049,46799,50782
779,210051249,36890,38101,39272,41234,42100
780,210051250,37013,38283,39472,41764,42824
781,211011251,35605,36868,38446,40608,41914
782,211011252,36262,37617,38732,40782,41829
783,211011253,39635,41270,42080,44166,45676
784,211011254,37692,39321,40249,41615,43188
785,211011255,39791,41419,42242,44352,45858
786,211011256,41226,42820,43780,46193,47623
787,211011257,41201,42795,43747,46159,47590
788,211011258,41227,42822,43782,46189,47626
789,211011259,39533,40978,41828,43910,45249
790,211011260,39548,40998,41845,43924,45260
791,211021261,53326,56541,53266,56390,58571
792,211021262,53261,60009,56931,59784,62601
793,211031263,35828,37240,38671,40737,42047
794,211031264,38098,39947,40896,42760,44096
795,211031265,39393,41608,42138,44151,45748
796,211031266,41198,43736,43611,45911,48053
797,211031267,39093,41135,41551,43719,45203
798,211031268,41353,43915,43740,46054,48208
799,211041269,38087,39956,40747,42900,43699
800,211041270,40698,42801,43544,46067,47353
801,211041271,38089,39960,40744,42894,43703
802,211041272,43097,44693,45271,46934,47431
803,211041273,43105,44700,45285,46941,47428
804,211051274,39064,40833,42340,45173,46622
805,211051275,39980,41934,42258,45484,45129
806,211051276,35094,38920,37181,39442,40986
807,211051277,36568,38419,39382,41158,42454
808,211051278,38367,39909,40780,43206,44924
809,211051279,34963,36133,36933,38180,40630
810,211051280,40318,42658,43025,45553,47015
811,211051281,36841,38192,39499,41850,43228
812,211051282,41847,44490,44501,46714,47866
813,211051283,35917,37667,39232,41159,42760
814,211051284,37971,39744,41278,44223,44887
815,211051285,35886,37753,38305,40286,41909
816,211051286,33054,34858,35487,37675,39320
817,212011287,42192,44225,47989,49507,51196
818,212011288,35642,36857,37592,39415,40621
819,212011289,38887,41285,41698,43899,46465
820,212011290,33405,33916,35555,37639,38146
821,212011291,35558,37705,38840,40696,41918
822,212011292,35557,37707,38837,40698,41919
823,212021293,42524,45163,45867,48064,50239
824,212021294,42497,45120,45851,48040,50197
825,212021295,30643,31306,32130,32470,33014
826,212021296,34945,36489,38025,39839,40755
827,212021297,34135,35184,36980,39239,39427
828,212021298,37802,39131,40267,41906,43080
829,212021299,44974,49550,48634,54615,56608
830,212031300,35776,37399,38924,40894,42612
831,212031301,35915,37708,39185,41170,42661
832,212031302,35779,37402,38924,40894,42610
833,212031303,36237,38401,39787,41837,42787
834,212031304,35773,37404,38925,40899,42607
835,212031305,34282,34929,36090,37084,37897
836,212031306,39207,40296,42349,44321,46408
837,212031307,37789,39119,40256,41898,43075
838,212031308,35890,38135,38691,41060,42450
839,212041309,34411,35695,37021,38928,39639
840,212041310,32509,33609,34920,36731,37105
841,212041311,31904,32960,33737,35186,35649
842,212041312,31900,32953,33728,35175,35636
843,212041313,37487,38621,38805,40391,41043
844,212041314,34821,36813,38006,39692,42461
845,212041315,32239,32971,33524,34981,35159
846,212041316,32179,32922,33478,34928,35104
847,212041317,30023,30395,30951,31524,32988
848,212041318,37488,38626,38808,40394,41045
849,212051319,41770,43506,44163,46238,48553
850,212051320,30734,31627,32207,35591,34738
851,212051321,43092,44832,43504,46188,47475
852,212051322,43094,44830,43505,46188,47477
853,212051323,43647,46027,44289,46646,47694
854,212051324,43648,46032,44289,46643,47693
855,212051325,37482,39339,40231,42657,43373
856,212051326,38304,40357,41820,44124,45170
857,212051327,43093,44829,43504,46186,47477
858,213011328,33520,35074,36450,37922,37786
859,213011329,37783,39413,41177,43601,44430
860,213011330,38761,40575,42196,44570,45481
861,213011331,37960,39208,40686,42563,44160
862,213011332,37053,38600,39934,41752,42757
863,213011333,32169,33171,34133,35659,35720
864,213011334,32102,33087,34031,35538,35565
865,213011335,32106,33095,34041,35548,35577
866,213011336,32520,33742,34635,36434,36554
867,213011337,32526,33742,34636,36436,36555
868,213011338,32525,33740,34637,36434,36557
869,213011339,37955,39210,40686,42563,44164
870,213011340,38182,39864,41304,43231,44464
871,213021341,40353,42867,42517,45150,46560
872,213021342,37422,38715,39999,41687,42197
873,213021343,36219,39497,40453,42454,43122
874,213021344,45235,48260,48942,54284,55668
875,213021345,37424,38714,39994,41681,42191
876,213021346,54985,58481,58068,62356,64547
877,213031347,34101,35275,36912,39399,39887
878,213031348,36482,37360,38467,41170,42943
879,213031349,44880,47190,48950,51456,53536
880,213031350,36635,38005,39443,42187,43745
881,213031351,36457,38579,40523,43189,44327
882,213031352,44732,47113,50175,53475,55554
883,213041353,38142,39263,41050,43134,45090
884,213041354,37787,39408,41183,43601,44428
885,213041355,37823,39082,40588,42481,44080
886,213041356,36927,38013,39385,41379,42127
887,213041357,35739,37552,38492,40389,41623
888,213041358,36927,38015,39388,41377,42127
889,213041359,35501,36971,39146,41474,42745
890,213041360,37912,39242,40787,42784,44214
891,213051361,38964,40334,41764,43570,44029
892,213051362,38960,40333,41765,43573,44029
893,213051363,38528,39452,40488,42458,43558
894,213051364,40978,43294,44628,47013,48143
895,213051365,38965,40340,41767,43578,44036
896,213051366,39438,41091,42282,44339,45356
897,213051367,41049,43390,44691,47076,48260
898,213051368,40974,43286,44618,47005,48141
899,213051369,39328,41067,42364,44277,44670
900,214011370,35303,36495,38106,39672,40512
901,214011371,36278,38056,38373,40460,41748
902,214011372,34729,36239,36678,38830,39636
903,214011373,36278,38054,38372,40460,41747
904,214011374,37930,39929,40987,43266,44500
905,214011375,34905,36216,37527,39656,40971
906,214011376,35777,37398,38925,40895,42613
907,214021377,33249,34807,35095,37260,39295
908,214021378,47602,54510,50181,53524,53947
909,214021379,36740,37932,38679,41317,42249
910,214021380,37877,41007,40777,44590,43980
911,214021381,51455,55846,53633,58383,59394
912,214021382,42628,44767,44144,47111,49226
913,214021383,39071,41569,37181,41806,42168
914,214021384,30598,32737,31775,34228,35412
915,214021385,37004,39090,39747,41989,43798
916,215011386,31200,31765,32659,34352,35193
917,215011387,31926,30400,36658,37434,35029
918,215011388,33380,33923,36997,37647,37617
919,215011389,30013,25458,40018,33847,32912
920,215011390,27949,25400,37576,29254,32416
921,215011391,28072,28575,30833,30125,30853
922,215011392,31224,32289,33171,35441,37172
923,215011393,26302,22111,33983,30570,29029
924,215011394,28222,26254,35245,30792,31165
925,215021395,31629,34015,34575,36370,37821
926,215021396,29159,29363,30877,31333,33192
927,215021397,32580,34415,35026,36692,37535
928,215021398,25018,28310,39111,30377,31290
929,215021399,26139,28928,31276,29280,29328
930,215031400,25496,25314,28970,26040,27867
931,215031401,31614,31051,31616,29091,29094
932,215031402,28169,28907,29817,27327,27787
933,215031403,31216,34872,34853,37187,37953
934,215031404,32500,35276,36019,35938,37238
935,215031405,27777,32039,34836,32788,32934
936,216011406,33933,35092,35271,36365,37904
937,216011407,33080,30940,33010,32859,32386
938,216011408,31269,30355,32330,31418,30825
939,216011409,32217,31455,33793,32866,33078
940,216011410,29047,28119,31014,30174,30151
941,216021411,32649,32994,33045,34000,34227
942,216021412,27741,26855,29314,29019,29764
943,216021413,30176,29547,30859,30226,29600
944,216021414,31447,32370,31747,34498,35676
945,216031415,31421,31787,32176,33904,35759
946,216031416,33878,34956,35465,37722,38392
947,216031417,34333,35419,36200,38392,39486
948,216031418,31434,30660,33849,34118,35101
949,216031419,31753,31279,33591,34446,35048
950,217011420,31546,33713,35617,37224,35305
951,217011421,34332,35529,36282,39010,37900
952,217011422,37654,39296,40932,42195,42034
953,217011423,27025,29487,33412,33939,34336
954,217021424,30449,31819,37292,36239,35075
955,217021425,32921,34724,35319,37331,37828
956,217021426,32807,31820,35745,34243,32420
957,217021427,31647,29843,39937,35940,32340
958,217021428,36243,32868,41454,35860,32075
959,217021429,32574,30962,39807,35239,33637
960,217021430,33424,34291,37021,37366,36569
961,217021431,31039,31125,31958,31219,32182
962,217021432,35041,36610,37106,39220,40336
963,217021433,35481,36679,37968,39714,40377
964,299999999,40759,42453,44435,48173,51198
965,301011001,36202,38477,40421,42451,43558
966,301011002,48735,52402,54335,59169,59906
967,301011003,39273,41378,42881,45942,47661
968,301011004,37563,39950,41666,44075,45613
969,301011005,37267,40874,42312,44454,45328
970,301011006,44380,46295,47500,50525,51607
971,301021007,44915,48973,48477,51657,53539
972,301021008,44392,46318,47516,50534,51623
973,301021009,37790,41470,42470,44769,46453
974,301021010,30016,32525,31972,32421,34088
975,301021011,37726,41009,42237,44575,46232
976,301021012,40630,43940,45189,47655,49524
977,301021013,37788,41466,42467,44768,46454
978,301031014,32745,36195,40122,40966,-
979,301031015,43196,46242,47973,49626,51006
980,301031016,43190,46240,47979,49633,51008
981,301031017,39572,42594,47544,49948,52830
982,301031018,38390,41096,43394,45906,47086
983,301031019,47515,50494,53207,57933,60617
984,301031020,38762,41682,43302,45723,47478
985,301031021,38390,41248,43018,45295,46781
986,302011022,35718,37856,40116,43183,42898
987,302011023,46431,49540,51977,52695,55167
988,302011024,38850,41341,41866,43961,45819
989,302011025,40835,43275,44841,47289,49103
990,302011026,40969,43423,45003,47414,49229
991,302021027,38640,41116,41592,43731,45564
992,302021028,38099,40859,41854,44901,45554
993,302021029,38063,40817,41781,44819,45491
994,302021030,38652,41116,41598,43744,45574
995,302021031,43152,46484,48355,51977,54644
996,302021032,40832,43272,44831,47274,49087
997,302021033,40712,43164,44711,47173,48934
998,302021034,41624,44753,46941,50035,51115
999,302031035,38642,41112,41587,43727,45570
1000,302031036,46749,48824,55950,45330,51143
1001,302031037,38830,42253,59453,44595,47183
1002,302031038,40484,43351,45822,48654,49157
1003,302031039,37887,40804,42428,45805,46791
1004,302031040,41672,44803,47005,50097,51164
1005,302041041,37576,40619,41551,44089,46080
1006,302041042,37591,40634,41560,44095,46101
1007,302041043,37597,40650,41564,44096,46091
1008,302041044,37586,40635,41559,44096,46106
1009,302041045,36095,38573,40672,43146,44495
1010,302041046,38643,41112,41593,43723,45567
1011,303011047,45377,48885,50169,53024,55329
1012,303011048,45776,49946,52398,55148,57202
1013,303011049,45347,48863,50142,52993,55302
1014,303011050,45211,48698,49986,52817,55112
1015,303011051,45332,48852,50175,53028,55324
1016,303021052,40727,42663,43999,47297,49521
1017,303021053,48953,51695,52076,55518,57635
1018,303021054,39853,41882,42682,45670,47777
1019,303021055,42227,45178,47375,49752,50684
1020,303021056,44878,49235,50448,53214,55327
1021,303021057,44736,49183,50413,53159,55299
1022,303021058,38264,40620,40509,42924,44811
1023,303021059,50271,53894,56326,58692,60635
1024,303031060,35943,37877,38904,40584,41623
1025,303031061,35851,37068,36831,38707,39900
1026,303031062,38346,40593,41714,43742,44868
1027,303031063,38444,40724,41848,43878,45032
1028,303031064,46662,51422,54016,57183,56799
1029,303031065,38341,40585,41703,43723,44855
1030,303031066,38344,40589,41712,43736,44866
1031,303041067,33662,35410,34802,37784,39027
1032,303041068,42585,45185,46006,49239,52332
1033,303041069,35707,36938,36670,38590,39787
1034,303041070,34993,36997,37948,39851,42164
1035,303041071,44688,49093,50324,53075,55219
1036,303051072,39419,41463,42852,44826,46014
1037,303051073,38788,40968,41390,43140,44476
1038,303051074,35154,37571,39373,41547,42823
1039,303051075,39293,41373,42462,44349,45565
1040,303051076,34005,36889,37867,40274,41397
1041,303061077,38717,41350,42439,44838,46079
1042,303061078,35947,37873,38877,40564,41603
1043,303061079,35787,37004,36749,38632,39824
1044,303061080,35813,37023,36770,38644,39838
1045,304011081,44666,48132,49216,50904,52418
1046,304011082,44668,48129,49220,50911,52418
1047,304011083,44662,48138,49224,50909,52418
1048,304011084,46715,51298,52908,56376,61368
1049,304011085,44676,48134,49223,50904,52424
1050,304021086,47390,50102,51414,54728,57264
1051,304021087,60392,66597,66226,70841,73184
1052,304021088,60324,66504,66148,70749,73075
1053,304021089,60387,66604,66236,70844,73188
1054,304021090,60393,66609,66233,70847,73184
1055,304021091,57361,62629,62525,66650,68883
1056,304031092,50253,53941,55555,58681,60848
1057,304031093,47296,50756,52752,55631,58148
1058,304031094,54418,58403,59437,62954,64682
1059,304031095,47321,50785,52785,55667,58192
1060,304031096,51211,53621,56171,57360,65043
1061,304031097,54293,58301,59327,62854,64601
1062,304041098,47651,52115,54073,58934,60763
1063,304041099,49771,52113,55020,56554,60040
1064,304041100,38062,40529,42279,44909,46891
1065,304041101,40807,43283,44866,47368,49187
1066,304041103,48679,52149,53121,56741,59128
1067,304041104,41337,43975,45857,48767,51353
1068,305011105,48963,47985,48509,55810,53207
1069,305011106,47980,53562,56924,61664,61263
1070,305011107,44645,48309,48498,50611,53342
1071,305011108,53380,56491,54341,57491,58436
1072,305011109,57332,62700,65948,67821,73082
1073,305011110,44795,48487,48691,50799,53558
1074,305011111,48929,48131,48717,55959,53392
1075,305011112,44916,48643,48851,50946,53720
1076,305021113,55431,61408,63647,70324,73442
1077,305021114,55862,61919,64153,71030,74206
1078,305021115,53349,56454,54310,57454,58389
1079,305021116,55695,61722,63956,70762,73928
1080,305021117,46065,50304,52706,55571,57635
1081,305021118,45824,49973,52337,55113,57165
1082,305031119,51308,55994,55150,56886,59828
1083,305031120,47636,52099,54062,58918,60760
1084,305031121,74219,83321,85032,87791,90945
1085,305031122,61317,65505,63848,68961,70533
1086,305031123,47611,52064,54034,58869,60694
1087,305031124,74127,83143,84784,87357,90900
1088,305031125,61126,65120,63281,68227,70114
1089,305031126,46975,50643,52617,56923,58259
1090,305031127,47627,52098,54067,58918,60758
1091,305031128,47960,53931,57494,62037,61866
